iter	Logloss
224	0.3078494873
225	0.3077472534
226	0.3075717163
227	0.3074513245
228	0.3072873535
229	0.3071711731
230	0.3070267639
231	0.3068802185
232	0.3067339478
233	0.3066113892
234	0.3065415039
235	0.3063861084
236	0.3062556152
237	0.30611026
238	0.3059655762
239	0.3058395081
240	0.3057015991
241	0.3055501404
242	0.3054503479
243	0.3053722534
244	0.3052582092
245	0.3051399536
246	0.3050379028
247	0.3049168701
248	0.3047533875
249	0.3046027832
250	0.3045040588
251	0.3043904419
252	0.3043565063
253	0.3042255859
254	0.3040953674
255	0.3040349731
256	0.3039231567
257	0.3036774902
258	0.3035952148
259	0.3034752197
260	0.303380127
261	0.3032794189
262	0.3031231384
263	0.3029557495
264	0.3028275146
265	0.3027169189
266	0.3025861206
267	0.3024852905
268	0.3023972168
269	0.30221698
270	0.3020568237
271	0.30197052
272	0.301843811
273	0.3016577148
274	0.3015543518
275	0.3013977966
276	0.3012077637
277	0.3010994263
278	0.3008935852
279	0.3007718811
280	0.3006548462
281	0.3005547485
282	0.3004258423
283	0.3003190308
284	0.3002327271
285	0.3001745911
286	0.3000054932
287	0.2998417358
288	0.2996859436
289	0.2995199585
290	0.2994309082
291	0.2993305054
292	0.2991862183
293	0.2990413513
294	0.298961792
295	0.2987915039
296	0.2986994934
297	0.2985413513
298	0.2983798218
299	0.2981977234
300	0.2980725403
301	0.2979855347
302	0.2978485413
303	0.2978029785
304	0.2977113037
305	0.2975887146
306	0.2975193176
307	0.2974338379
308	0.2973143921
309	0.2972043152
310	0.2970325928
311	0.2969533691
312	0.2968520508
313	0.2967116699
314	0.2965238647
315	0.2964165039
316	0.2961704102
317	0.2960692139
318	0.2959661255
319	0.2958691101
320	0.2957271729
321	0.2956148682
322	0.2955496826
323	0.2955432129
324	0.2953930359
325	0.2952495117
326	0.2951148376
327	0.2949638672
328	0.2948636475
329	0.2947930298
330	0.2946545715
331	0.2945056152
332	0.2943513489
333	0.2942521362
334	0.2941098328
335	0.2940015564
336	0.2939255981
337	0.2938490601
338	0.293710083
339	0.293592041
340	0.2934498291
341	0.2932232666
342	0.2930378418
343	0.2929367981
344	0.2928671265
345	0.2927654114
346	0.292677063
347	0.2925926514
348	0.292441803
349	0.2923308716
350	0.2921742249
351	0.2920496216
352	0.2919641113
353	0.2918233032
354	0.2917372742
355	0.2915846252
356	0.2914825439
357	0.2913259277
358	0.2911677856
359	0.2910717163
360	0.2909062805
361	0.2908205872
362	0.2906296997
363	0.29049646
364	0.2904267883
365	0.2902735596
366	0.2902260742
367	0.2901252441
368	0.2900314331
369	0.2899566956
370	0.2898562927
371	0.2897417908
372	0.2895750122
373	0.2894591064
374	0.289393158
375	0.2892904053
376	0.2891759949
377	0.2890754395
378	0.2890150452
379	0.2889268799
380	0.2887979736
381	0.2886477356
382	0.2885480957
383	0.288361084
384	0.2882555542
385	0.2881390991
386	0.2880747681
387	0.2879496155
388	0.2878613586
389	0.2876865234
390	0.287546936
391	0.2874429626
392	0.2873086853
393	0.2872191162
394	0.2870994873
395	0.2869983215
396	0.2868720703
397	0.2867692871
398	0.2866742554
399	0.28654776
400	0.2864647522
401	0.2863809509
402	0.2862488403
403	0.2861382751
404	0.2859999695
405	0.2858765259
406	0.2858043518
407	0.2856944885
408	0.2856031799
409	0.2854615479
410	0.2853786316
411	0.2852724304
412	0.2851478882
413	0.2850385132
414	0.2848757324
415	0.2847587891
416	0.2846277466
417	0.2845395813
418	0.2844005432
419	0.2843037109
420	0.2842163696
421	0.2840892029
422	0.2839628296
423	0.2838436584
424	0.2837672424
425	0.2836607056
426	0.2835154724
427	0.2834017639
428	0.2832953186
429	0.2831516113
430	0.2830605469
431	0.2829503174
432	0.2828456116
433	0.2827157288
434	0.2825733643
435	0.2824451904
436	0.2823609619
437	0.2822882996
438	0.2821919556
439	0.2820531616
440	0.2819313354
441	0.2817982483
442	0.2816587524
443	0.2815565186
444	0.2814405518
445	0.2813633118
446	0.2812525635
447	0.2811207275
448	0.2809791565
449	0.2808629456
450	0.2807500916
451	0.2806619263
452	0.2805317383
453	0.2804064331
454	0.2802753906
455	0.2801615601
456	0.2800724487
457	0.2799097595
458	0.2797821045
459	0.2796865845
460	0.2795773621
461	0.2794396973
462	0.2793375854
463	0.2792089539
464	0.2791031494
465	0.2790258179
466	0.2789143066
467	0.2787747192
468	0.2786485596
469	0.2785128174
470	0.278390686
471	0.2782417297
472	0.2781160278
473	0.2780116577
474	0.2778526611
475	0.277769104
476	0.2776298828
477	0.2775229187
478	0.2774018555
479	0.277295929
480	0.2771781616
481	0.2770601501
482	0.2769713135
483	0.2768691711
484	0.2767623291
485	0.2766901245
486	0.2765040894
487	0.2763645935
488	0.2762611084
489	0.2761164856
490	0.2760136414
491	0.2758440552
492	0.2757351074
493	0.2756516418
494	0.2755337219
495	0.2754508972
496	0.275354187
497	0.2752946167
498	0.2751936035
499	0.2750803833
500	0.2750339966
501	0.2748928833
502	0.2747963257
503	0.2747044373
504	0.2746111755
505	0.2745177612
506	0.2744469604
507	0.2743305054
508	0.2742871094
509	0.2741708374
510	0.2740861816
511	0.274013916
512	0.2739013367
513	0.2738145752
514	0.2736856995
515	0.2735290527
516	0.2734354858
517	0.2733794556
518	0.2732655029
519	0.2731559143
520	0.2730515747
521	0.2729957886
522	0.2728678589
523	0.2727338867
524	0.2726226501
525	0.2725627441
526	0.272505249
527	0.2724227905
528	0.2723327637
529	0.2721901245
530	0.2721532898
531	0.2720705261
532	0.2719741211
533	0.2718765869
534	0.2717506104
535	0.2715979614
536	0.2715016174
537	0.2713664246
538	0.2712670288
539	0.2711391602
540	0.2709880066
541	0.2708682861
542	0.2707471313
543	0.2706485901
544	0.2705558777
545	0.2703640137
546	0.2702576294
547	0.2701504517
548	0.2700419312
549	0.269913147
550	0.2698013306
551	0.2695957031
552	0.2694346924
553	0.2692551575
554	0.2691589661
555	0.26903125
556	0.2689804993
557	0.268928009
558	0.2688163452
559	0.2687146606
560	0.2686075134
561	0.2685145264
562	0.2683849792
563	0.268270874
564	0.2681894531
565	0.268058136
566	0.2679449768
567	0.267822937
568	0.2677531128
569	0.2676821289
570	0.2676225586
571	0.2675344238
572	0.2674404297
573	0.2673285522
574	0.2672246399
575	0.2671900024
576	0.2671582031
577	0.2670535583
578	0.2669648438
579	0.2668573608
580	0.2667921753
581	0.2666961975
582	0.2665999756
583	0.2665134888
584	0.2664378662
585	0.2663476868
586	0.2662479248
587	0.266074585
588	0.265978302
589	0.2658917847
590	0.265747467
591	0.2656365967
592	0.265548584
593	0.2654074402
594	0.2653112183
595	0.2652016296
596	0.2650126648
597	0.2648947754
598	0.2647898254
599	0.2647181396
600	0.2646167603
601	0.2645736694
602	0.2644855347
603	0.2643966675
604	0.2643119202
605	0.2641835938
606	0.2641149597
607	0.2639997864
608	0.2638769836
609	0.2637669067
610	0.2636983643
611	0.2636149292
612	0.2635419617
613	0.2634190979
614	0.2633223267
615	0.2632336121
616	0.2631445618
617	0.2630812988
618	0.2629743042
619	0.2628675842
620	0.2627955627
621	0.2626987915
622	0.2625681152
623	0.2625375366
624	0.2624340515
625	0.2623601379
626	0.2622769775
627	0.262214386
628	0.2621070557
629	0.2620622559
630	0.2619560547
631	0.2618611755
632	0.2617797241
633	0.2616608887
634	0.2615819702
635	0.2615550537
636	0.2614530029
637	0.261374939
638	0.2612679443
639	0.2611815796
640	0.2610821228
641	0.2609624634
642	0.2608845215
643	0.2607971802
644	0.2606895142
645	0.2605920715
646	0.2604988403
647	0.2603719482
648	0.2602573242
649	0.260168335
650	0.2600610962
651	0.2598981934
652	0.2598125305
653	0.2597703857
654	0.2596867065
655	0.2595198364
656	0.2594221802
657	0.2593411255
658	0.2592569275
659	0.2591407471
660	0.2590680542
661	0.2589779968
662	0.258894165
663	0.2588099365
664	0.2587391968
665	0.2586575928
666	0.2585923462
667	0.2585291138
668	0.2584490356
669	0.2583363342
670	0.2582442017
671	0.2581549988
672	0.2580797729
673	0.2580074768
674	0.2579090271
675	0.2577780762
676	0.2576867065
677	0.2575968628
678	0.2575135193
679	0.2573980103
680	0.2573107605
681	0.257252594
682	0.2571500549
683	0.2570820313
684	0.256958374
685	0.2568623047
686	0.2567695313
687	0.2566620789
688	0.2565672913
689	0.2564552612
690	0.2563690186
691	0.2562188721
692	0.2561738586
693	0.2560920715
694	0.2560023193
695	0.2558696747
696	0.2557868042
697	0.2557474518
698	0.2556604309
699	0.2555664062
700	0.2554867859
701	0.2554149475
702	0.2553402557
703	0.2552828979
704	0.2552016296
705	0.2551077271
706	0.2549855499
707	0.2548883209
708	0.2547996063
709	0.2547101898
710	0.2546244354
711	0.2545350952
712	0.2544384766
713	0.2543111725
714	0.2542225494
715	0.254153595
716	0.2541057892
717	0.2540360107
718	0.2539491882
719	0.2538475189
720	0.2537529907
721	0.2536673584
722	0.2535767212
723	0.253530365
724	0.2534376526
725	0.2533294067
726	0.2532450867
727	0.2531460266
728	0.2530578156
729	0.252951767
730	0.2528651428
731	0.2527696381
732	0.252691864
733	0.2526233826
734	0.2525394287
735	0.2524385529
736	0.2523826904
737	0.2522867126
738	0.2522098694
739	0.2521328735
740	0.2520540466
741	0.2519658356
742	0.2518947601
743	0.2518521729
744	0.251769043
745	0.2516956787
746	0.2515995026
747	0.2515157623
748	0.2514088898
749	0.2513472443
750	0.2512630463
751	0.2511931152
752	0.2511082916
753	0.2509916992
754	0.2509140015
755	0.2508309326
756	0.2507412415
757	0.2506647339
758	0.2506282654
759	0.2505536804
760	0.2504499969
761	0.2504091034
762	0.2503335876
763	0.2502350464
764	0.2501287842
765	0.2500290833
766	0.2499507904
767	0.2498276062
768	0.24977948
769	0.2496575317
770	0.2495616455
771	0.2494552307
772	0.2493808136
773	0.2493408813
774	0.2492913971
775	0.2492156067
776	0.249138092
777	0.2490721283
778	0.2490022583
779	0.2489102478
780	0.248848175
781	0.248747345
782	0.2486588898
783	0.2485532074
784	0.248501709
785	0.2484035034
786	0.2483174591
787	0.2482388
788	0.2481528473
789	0.2480656128
790	0.2479777222
791	0.2479081116
792	0.2478255463
793	0.2477310638
794	0.2476748352
795	0.2476039429
796	0.2474923706
797	0.2474154968
798	0.2473070068
799	0.2472333679
800	0.247140152
801	0.2470704346
802	0.2469673767
803	0.2468809204
804	0.2468112335
805	0.2467329865
806	0.2466595154
807	0.2465646973
808	0.2464856873
809	0.2464219055
810	0.2463014374
811	0.2461948395
812	0.2460953064
813	0.2459926453
814	0.2458878784
815	0.2458165588
816	0.2457485046
817	0.2457121277
818	0.2455948639
819	0.2455148621
820	0.2454268494
821	0.2452837524
822	0.245190033
823	0.2451247559
824	0.2450368652
825	0.2449707184
826	0.2449098053
827	0.2447861328
828	0.244727829
829	0.2446922607
830	0.2445884705
831	0.2444631653
832	0.2443214569
833	0.2442527466
834	0.2441580963
835	0.2441018982
836	0.2440125122
837	0.2439268036
838	0.2438078156
839	0.24371698
840	0.2436484985
841	0.2435793152
842	0.2434908447
843	0.2434089661
844	0.2433200684
845	0.2431974487
846	0.2431377716
847	0.2430438843
848	0.2429603882
849	0.2428972778
850	0.2428214417
851	0.2427251282
852	0.242657074
853	0.2425784607
854	0.2424724884
855	0.2423373413
856	0.2422118225
857	0.2421235046
858	0.2420506287
859	0.2419873352
860	0.2419292603
861	0.2418672485
862	0.2417865753
863	0.2417203979
864	0.2416792755
865	0.2416211548
866	0.2415390472
867	0.2414629974
868	0.2413928223
869	0.241328949
870	0.2412492371
871	0.2411761017
872	0.2410352478
873	0.2409508972
874	0.2408900909
875	0.2408274536
876	0.2407518768
877	0.2406781769
878	0.240578125
879	0.2404846802
880	0.2404314575
881	0.2403505859
882	0.2402682037
883	0.2402177124
884	0.2401531982
885	0.2400778198
886	0.2400105896
887	0.2399364014
888	0.2398330688
889	0.2397427368
890	0.2396870117
891	0.2395929565
892	0.2395206604
893	0.239481781
894	0.239392807
895	0.2393016968
896	0.2392190857
897	0.2390956116
898	0.2390149536
899	0.2389213257
900	0.2388331146
901	0.2387578735
902	0.2387129211
903	0.2386265259
904	0.2385062866
905	0.2384590759
906	0.2383855743
907	0.2383079529
908	0.2382231293
909	0.2381463928
910	0.2380874023
911	0.2380068054
912	0.2378803558
913	0.2378223877
914	0.2377618866
915	0.2376906738
916	0.2376131287
917	0.237526123
918	0.2374653931
919	0.2373696594
920	0.2373219757
921	0.2372394104
922	0.2371699219
923	0.2370995178
924	0.2370254974
925	0.2369573975
926	0.2368912964
927	0.2368153076
928	0.236745636
929	0.2366573792
930	0.2365907593
931	0.2365093384
932	0.2364003143
933	0.2363678436
934	0.2363140564
935	0.2362173462
936	0.2361433105
937	0.2360227051
938	0.2359303741
939	0.2358335876
940	0.235747406
941	0.2356618042
942	0.2356255188
943	0.23556427
944	0.2354874268
945	0.2354105682
946	0.2353378906
947	0.2352767944
948	0.2351770477
949	0.2350830994
950	0.2350267639
951	0.2349352722
952	0.234861618
953	0.2347843475
954	0.2347188568
955	0.2346307068
956	0.234575882
957	0.2344860687
958	0.2344174957
959	0.234368988
960	0.2343141479
961	0.2342206726
962	0.2341297302
963	0.2340443268
964	0.2339711914
965	0.2339198914
966	0.2338307495
967	0.233734436
968	0.2336690979
969	0.23361409
970	0.2335625305
971	0.2334925079
972	0.2333725433
973	0.2333203125
974	0.2332165833
975	0.233139328
976	0.2330662537
977	0.2329751282
978	0.2329021912
979	0.2328387146
980	0.2327430878
981	0.2326483154
982	0.2325724182
983	0.2324905701
984	0.2324149475
985	0.2323206177
986	0.2322658386
987	0.2322240295
988	0.2321515045
989	0.2320856781
990	0.2320305786
991	0.2319459839
992	0.2318475647
993	0.231780304
994	0.2316860046
995	0.2315906219
996	0.231511322
997	0.23146521
998	0.2313717499
999	0.2313022461
